date,views,likes,comments
2007-08-22,157678,427,69
2007-08-17,162844,652,35
2007-08-14,26185,139,5
2007-08-09,31467,233,23
2007-08-08,78813,580,63
2007-08-01,18521,94,26
2007-08-01,40534,257,40
2007-08-01,82296,869,108
2007-08-01,1071924,11000,928
2007-07-27,16689,83,17
2007-07-24,199743,894,289
2007-07-19,722032,6400,408
2007-07-18,56241,735,128
2007-07-17,27580,142,32
2007-07-11,82996,331,44
2007-07-03,473184,5900,1657
2007-06-28,78761,556,110
2007-06-26,406322,2500,257
2007-06-26,43233,400,28
2007-06-21,18877,65,9
2007-06-21,2037161,10000,681
2007-06-21,10047,36,4
2007-06-21,107979,392,19
2007-06-21,126017,786,20
2007-06-21,138985,1300,197
2007-06-20,181458,423,43
2007-06-20,14185,71,7
2007-05-31,78455,384,73
2007-05-25,104585,461,40
2007-05-24,201003,2100,295
2007-05-18,116844,510,31
2007-05-18,27342,187,14
2007-05-18,602376,4100,295
2007-05-18,285088,1700,121
2007-05-18,62014,268,11
2007-05-18,35236,330,147
2007-05-18,25028,132,13
2007-05-18,78558,322,64
2007-05-18,319601,2400,274
2007-05-18,133921,1500,102
2007-05-18,1808306,18000,698
2007-05-18,180192,1200,69
2007-05-17,62947,330,8
2007-05-17,13235,70,4
2007-05-17,494619,11000,1167
2007-05-17,107089,769,259
2007-05-17,86207,600,43
2007-05-17,70039,263,56
2007-05-17,1305255,24000,1668
2007-05-17,440477,7900,652
2007-05-16,268016,1700,377
2007-05-15,15587,63,10
2007-05-15,258781,1300,130
2007-05-15,61770,388,28
2007-05-15,2282073,29000,2160
2007-05-15,46118,285,40
2007-05-15,32186,122,23
2007-05-04,1645532,15000,4063
2007-05-03,53830,251,48
2007-05-03,133440,1100,136
2007-05-02,75446,122,24
2007-05-02,59952,387,35
2007-05-01,43716,222,21
2007-05-01,105635,432,55
2007-05-01,38754,230,14
2007-04-05,67347,606,38
2007-04-05,104646,482,90
2007-04-05,409030,2600,120
2007-03-24,78888,533,38
2007-03-24,188118,1800,110
2007-03-24,168171,1100,55
2007-03-24,24639,128,6
2007-01-17,3650572,33000,1184
2007-01-17,98662,759,55
2007-01-17,247736,1400,472
2007-01-17,1945112,23000,9677
2007-01-17,18184,60,6
2007-01-17,206414,2900,185
2007-01-17,898989,12000,4840
2007-01-17,84168,527,30
2007-01-17,32216,177,24
2007-01-17,447522,1300,163
2007-01-17,102886,642,50
2007-01-17,36704,195,19
2007-01-17,14101,106,4
2007-01-17,114050,974,180
2007-01-16,1861811,17000,1020
2007-01-16,1605255,15000,993
2007-01-16,95294,634,126
2007-01-16,2196966,24000,1946
2007-01-16,138734,1800,170
2007-01-16,1801872,22000,5162
2007-01-16,5176840,89000,4831
2007-01-16,1765915,14000,611
2007-01-16,34916,323,36
2007-01-16,2050011,10000,658
2007-01-16,621606,3900,2173
2007-01-16,33848,236,13
2007-01-16,22200,119,6
2007-01-16,20454,98,7
2007-01-15,2072165,21000,1388
2007-01-15,86782,557,23
2007-01-13,54655,339,18
2007-01-13,63427,315,84
2007-01-13,19824,131,17
2007-01-13,77901,667,90
2007-01-13,226058,1700,144
2007-01-13,294078,1900,651
2007-01-13,77722,618,46
2007-01-13,51077,289,38
2007-01-13,37053,222,22
2007-01-13,25489,207,16
2007-01-13,348418,2900,179
2007-01-12,101012,569,93
2007-01-07,21363650,249000,11985
2007-01-07,182713,1800,90
2007-01-07,114595,765,88
2007-01-07,3028753,45000,701
2006-12-25,360132,3500,401
